brand,model,model_year,mileage,fuel_type,transmission_type,clean_title,price
43,Panamera Base,2018,42500.0,Gasoline,A/T,1,53999.0
22,Wrangler Sport,2001,171000.0,Gasoline,Manual,1,15000.0
17,Passport TrailSport,2023,11649.0,Gasoline,A/T,1,39999.0
36,SL-Class SL 550,2013,24933.0,Gasoline,Other,1,40250.0
3,RS 4 Base,2007,99769.0,Gasoline,Manual,1,29995.0
53,Avalon Limited,2022,16156.0,Gasoline,A/T,1,39390.0
36,E-Class E 350 4MATIC,2008,67250.0,Gasoline,A/T,1,11900.0
15,Yukon Denali,2021,30022.0,Gasoline,A/T,1,74500.0
43,Panamera 4S,2017,42596.0,Gasoline,Other,1,78000.0
14,Explorer XLT,2021,33705.0,Gasoline,A/T,1,36995.0
26,Rover LR4 HSE LUX Landmark Edition,2016,63300.0,Gasoline,A/T,1,31000.0
0,TLX Type S w/Performance Tire,2023,4700.0,Gasoline,A/T,1,52000.0
53,Tacoma Base,2020,27256.0,Gasoline,Other,1,42998.0
18,H3 Base,2010,107481.0,Gasoline,A/T,1,13500.0
52,Model 3 Long Range,2018,61700.0,,A/T,1,25900.0
55,850 Turbo,1995,94000.0,–,A/T,1,4500.0
22,Wrangler Unlimited Sahara,2017,128000.0,Gasoline,A/T,1,26800.0
9,Camaro 2SS,2018,26000.0,Gasoline,A/T,1,39000.0
3,S6 4.0T,2015,74000.0,Gasoline,A/T,1,29950.0
3,TT RS Base,2012,54900.0,Gasoline,Manual,1,28900.0
20,QX56 Base,2012,141775.0,Gasoline,Other,1,11500.0
54,New Beetle GLS,2001,63250.0,Gasoline,A/T,1,12000.0
3,Q5 S line Premium Plus,2022,13895.0,Hybrid,A/T,1,44998.0
25,Aventador LP750-4 Superveloce,2017,10654.0,Gasoline,A/T,1,449991.0
14,F-250 XL,2014,35900.0,E85 Flex Fuel,Other,1,27900.0
15,Yukon XL Denali,2022,48306.0,Gasoline,A/T,1,71999.0
3,A4 2.0T Premium,2012,125000.0,Gasoline,A/T,1,10500.0
11,Challenger SRT 392,2016,37700.0,–,A/T,1,38000.0
52,Model S P100D,2017,103000.0,,A/T,1,36000.0
34,CX-30 Premium Package,2021,45303.0,Gasoline,A/T,1,25382.0
27,ES 350 Base,2016,53900.0,Gasoline,A/T,1,27500.0
22,Wrangler Sahara,2008,54000.0,Gasoline,A/T,1,20000.0
9,Avalanche 1500 LTZ,2007,129000.0,Gasoline,A/T,1,17950.0
22,Grand Cherokee L Laredo,2022,10232.0,Gasoline,A/T,1,44646.0
0,MDX w/Advance Package,2023,3708.0,Gasoline,A/T,1,58998.0
39,Pathfinder SL,2018,167000.0,Gasoline,A/T,1,14500.0
52,Model X Long Range,2019,37000.0,,A/T,1,58000.0
50,Impreza Premium,2022,10419.0,Gasoline,Other,1,24998.0
3,A8 4.0T,2014,96238.0,Gasoline,Other,1,22500.0
50,Ascent Limited 7-Passenger,2022,12700.0,Gasoline,CVT,1,38500.0
9,Avalanche 1500 LT,2007,244000.0,E85 Flex Fuel,A/T,1,16900.0
43,Cayenne S,2015,124000.0,Gasoline,A/T,1,25000.0
4,335 i,2009,123000.0,Gasoline,A/T,1,15000.0
15,Sierra 1500 Limited Elevation,2022,24900.0,Gasoline,A/T,1,49900.0
14,Explorer Sport,2016,95500.0,Gasoline,Other,1,20000.0
8,Escalade ESV Sport,2021,4283.0,Gasoline,A/T,1,479995.0
27,LX 570 Three-Row,2021,48300.0,Gasoline,A/T,1,82000.0
4,M3 Base,2008,94000.0,Gasoline,Manual,1,25999.0
39,Xterra Pro-4X,2011,183000.0,Gasoline,A/T,1,12000.0
14,Fusion Hybrid SE Hybrid,2013,126225.0,Hybrid,CVT,1,11500.0
54,Golf GTI 2.0T SE 4-Door,2016,87892.0,Gasoline,Manual,1,16000.0
8,CTS-V Base,2012,45000.0,Gasoline,A/T,1,41500.0
2,Martin Vantage Base,2022,1023.0,Gasoline,A/T,1,156900.0
27,GX 460 Base,2015,106000.0,Gasoline,A/T,1,37500.0
15,Acadia SLT-1,2019,51300.0,Gasoline,A/T,1,25500.0
14,Bronco Sport Big Bend,2021,30176.0,Gasoline,A/T,1,28979.0
39,Titan SV,2021,27598.0,Gasoline,A/T,1,39884.0
54,Jetta SportWagen SE,2012,107000.0,Gasoline,A/T,1,9499.0
26,Rover Range Rover 5.0L V8 Supercharged,2019,17500.0,Gasoline,A/T,1,65000.0
44,2500 Laramie,2017,117878.0,Diesel,Other,1,42000.0
39,Murano SL,2010,138700.0,Gasoline,CVT,1,7000.0
8,Escalade ESV Base,2009,152068.0,E85 Flex Fuel,A/T,1,12350.0
4,428 i xDrive SULEV,2016,77000.0,Gasoline,Other,1,26999.0
14,Focus RS Base,2017,26000.0,Gasoline,Manual,1,37000.0
27,CT 200h Premium,2014,131200.0,Hybrid,A/T,1,14000.0
7,Enclave Leather,2017,83280.0,Gasoline,A/T,1,20599.0
4,M3 Base,2015,59000.0,Gasoline,Manual,1,53500.0
54,Arteon 2.0T SEL R-Line,2020,15500.0,Gasoline,A/T,1,30000.0
4,X6 xDrive35i,2013,90000.0,Gasoline,A/T,1,19950.0
20,G35 Base,2006,94000.0,Gasoline,Other,1,10995.0
18,H2 Base,2008,63750.0,Gasoline,A/T,1,55000.0
36,C-Class C 300 4MATIC Luxury,2011,95500.0,Gasoline,A/T,1,15990.0
0,ILX Premium Package,2019,37900.0,Gasoline,A/T,1,26000.0
43,911 GT3,2015,13250.0,Gasoline,A/T,1,154900.0
44,1500 Longhorn,2019,76249.0,Gasoline,A/T,1,40995.0
4,M3 Base,2001,81000.0,Gasoline,Manual,1,39000.0
9,Suburban LT,2022,37806.0,Gasoline,A/T,1,60894.0
11,Ram 2500 ST,2010,151544.0,Gasoline,A/T,1,17700.0
9,Camaro 2SS,2012,60345.0,Gasoline,A/T,1,26950.0
11,Challenger SE,2010,90305.0,Gasoline,A/T,1,12000.0
22,Grand Cherokee L Limited,2022,13275.0,Gasoline,A/T,1,42599.0
9,Camaro 2SS,2018,8660.0,Gasoline,A/T,1,45000.0
14,F-350 Lariat,2021,28220.0,Diesel,A/T,1,73600.0
14,F-250 King Ranch,2015,97700.0,Diesel,A/T,1,39950.0
9,Corvette Stingray w/3LT,2023,4200.0,Gasoline,A/T,1,98000.0
5,Continental GT V8 First Edition,2020,27404.0,Gasoline,A/T,1,199991.0
28,MKC Reserve,2016,100000.0,Gasoline,Other,1,24000.0
14,Excursion Limited,2001,333361.0,Diesel,A/T,1,17000.0
26,Rover Discovery SE,2018,63295.0,Gasoline,A/T,1,29993.0
26,Rover Defender V8,2022,3000.0,Gasoline,A/T,1,96500.0
9,Silverado 1500 2LT,2014,102604.0,E85 Flex Fuel,A/T,1,25500.0
36,AMG G 63 Base,2017,39800.0,Gasoline,A/T,1,99000.0
14,F-250 XLT,2019,124000.0,E85 Flex Fuel,A/T,1,40100.0
52,Model 3 Base,2022,12080.0,,A/T,1,36750.0
27,LX 570 Three-Row,2018,39300.0,Gasoline,Other,1,69500.0
20,QX60 Luxe,2019,51000.0,Gasoline,CVT,1,29000.0
45,R1S Adventure Package,2023,250.0,,A/T,1,97500.0
26,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000.0,Gasoline,A/T,1,35999.0
20,QX60 Base,2014,95400.0,Gasoline,A/T,1,14195.0
19,Sonata GLS,2013,136991.0,Gasoline,A/T,1,11000.0
53,Tundra Limited,2022,3959.0,Gasoline,A/T,1,55000.0
22,Grand Cherokee Limited,2020,47500.0,Gasoline,A/T,1,31000.0
14,F-350 Lariat Crew Cab Super Duty DRW,2005,176691.0,Diesel,A/T,1,13000.0
52,Model 3 Performance,2021,33000.0,,A/T,1,55000.0
36,CLS-Class CLS 550,2014,34600.0,Gasoline,Other,1,27500.0
44,2500 SLT,2014,84500.0,Gasoline,A/T,1,34000.0
24,Sorento Hybrid EX,2022,36100.0,Hybrid,A/T,1,37500.0
19,Genesis 3.8,2015,92225.0,Gasoline,A/T,1,17000.0
22,Compass Latitude,2020,17500.0,Gasoline,A/T,1,25695.0
14,Fusion SE,2011,114323.0,Gasoline,A/T,1,6000.0
53,FJ Cruiser Base,2014,92000.0,Gasoline,A/T,1,27500.0
4,430 Gran Coupe i xDrive,2018,29025.0,Gasoline,A/T,1,29998.0
11,Durango SRT 392,2021,17000.0,Gasoline,Other,1,65000.0
19,Santa Fe GLS,2015,96476.0,Gasoline,A/T,1,13000.0
54,Atlas 3.6L SEL Premium,2021,36311.0,Gasoline,A/T,1,39127.0
26,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842.0,Gasoline,Other,1,35000.0
39,Murano SV,2021,23677.0,Gasoline,CVT,1,29510.0
7,Envision Essence,2020,27340.0,Gasoline,A/T,1,31700.0
9,Silverado 1500 RST,2020,26177.0,Gasoline,A/T,1,41986.0
42,Solstice GXP,2009,122348.0,Gasoline,A/T,1,10000.0
4,640 Gran Coupe i xDrive,2015,98000.0,Gasoline,Other,1,22500.0
52,Model 3 Standard Range Plus,2019,32300.0,,A/T,1,29000.0
31,Countryman Cooper S,2019,18997.0,Gasoline,Other,1,26750.0
43,Boxster GTS,2016,40350.0,Gasoline,A/T,1,67995.0
14,Expedition EL King Ranch,2011,156856.0,E85 Flex Fuel,A/T,1,14300.0
5,Continental GT GT Speed,2022,1919.0,Gasoline,A/T,1,289991.0
4,X5 M Base,2017,61773.0,Gasoline,Other,1,46000.0
14,Mustang GT Premium,2011,74500.0,Gasoline,Manual,1,22000.0
22,Compass Sport,2016,99000.0,Gasoline,A/T,1,5000.0
20,G37 Sport,2008,63496.0,Gasoline,Manual,1,15000.0
14,F-150 XLT,2022,18465.0,Gasoline,A/T,1,47500.0
43,911 Carrera 4S,2007,42635.0,Gasoline,Other,1,72995.0
20,G35 Base,2005,99000.0,Gasoline,Manual,1,18900.0
10,300C Base,2013,87500.0,Gasoline,A/T,1,13750.0
53,Camry Solara SLE,2007,138000.0,Gasoline,A/T,1,6800.0
27,IS 300 Base,2018,70891.0,Gasoline,Other,1,28995.0
7,Enclave Essence,2020,55403.0,Gasoline,A/T,1,29444.0
4,M4 Competition xDrive,2022,3213.0,Gasoline,A/T,1,89995.0
42,GTO Base,2005,142314.0,Gasoline,Manual,1,21999.0
53,FJ Cruiser Base,2013,53000.0,Gasoline,A/T,1,36740.0
19,Elantra SE,2014,120250.0,Gasoline,A/T,1,7500.0
43,Macan S,2015,72329.0,Gasoline,A/T,1,29500.0
18,H3 Base,2007,153692.0,Gasoline,A/T,1,9995.0
52,Model 3 Long Range,2021,32670.0,,A/T,1,37000.0
14,Transit-350 Base,2018,235000.0,Gasoline,A/T,1,18000.0
45,R1T Launch Edition,2022,8681.0,,A/T,1,82000.0
3,S4 3.0 Prestige,2012,98400.0,Gasoline,A/T,1,18000.0
53,4Runner SR5 Premium,2023,1400.0,Gasoline,A/T,1,46500.0
52,Model 3 Mid Range,2018,32000.0,,A/T,1,29999.0
14,F-250 Base,1997,92800.0,Gasoline,A/T,1,9000.0
36,G-Class G 550 4MATIC,2021,75151.0,Gasoline,A/T,1,130000.0
50,Legacy 2.5 GT spec.B,2008,94000.0,Gasoline,Manual,1,12500.0
36,E-Class E 350,2014,67350.0,Gasoline,A/T,1,18700.0
4,M3 Base,2001,66500.0,Gasoline,Manual,1,21000.0
36,C-Class C 250 Sport,2014,70612.0,Gasoline,A/T,1,14500.0
53,Sienna XLE Limited,2007,112630.0,Gasoline,A/T,1,11500.0
11,Avenger SE,2014,124705.0,E85 Flex Fuel,A/T,1,6499.0
4,M240 i,2018,61000.0,Gasoline,Manual,1,34000.0
44,3500 SLT,2017,157272.0,Diesel,A/T,1,32999.0
36,GL-Class GL 450 4MATIC,2015,84000.0,Gasoline,A/T,1,20399.0
22,Gladiator Rubicon,2020,27981.0,Gasoline,A/T,1,47500.0
5,Continental GT Base,2009,18000.0,Gasoline,A/T,1,63000.0
52,Model 3 Long Range,2019,27123.0,,A/T,1,38200.0
9,Corvette Stingray w/2LT,2021,3053.0,Gasoline,Other,1,83900.0
3,Q5 3.0T Premium Plus,2015,60251.0,Gasoline,A/T,1,19000.0
34,MX-5 Miata Club,2021,5093.0,Gasoline,Manual,1,28000.0
5,Bentayga W12 Signature,2018,31875.0,Gasoline,A/T,1,115785.0
36,S-Class S500,2005,175722.0,Gasoline,A/T,1,7000.0
4,M6 Base,2015,17900.0,Gasoline,Other,1,59900.0
15,Yukon SLT,2015,142792.0,Gasoline,A/T,1,22999.0
4,750 iL,2001,53814.0,Gasoline,A/T,1,11800.0
53,Tundra Limited,2010,89400.0,Gasoline,A/T,1,26900.0
10,300C Base,2007,86000.0,Gasoline,A/T,1,15000.0
56,ForTwo Pure,2008,61595.0,Gasoline,A/T,1,5000.0
53,Tundra SR,2018,74000.0,E85 Flex Fuel,A/T,1,38000.0
18,H2 Base,2004,130000.0,Gasoline,A/T,1,16500.0
4,ALPINA B7 Base,2015,86000.0,Gasoline,A/T,1,29000.0
26,Rover Range Rover Sport Supercharged,2008,140600.0,Gasoline,A/T,1,7500.0
3,A4 2.0T Tech Premium,2018,27532.0,Gasoline,A/T,1,27900.0
14,Focus SE,2017,91000.0,E85 Flex Fuel,A/T,1,12500.0
36,E-Class E 550 4MATIC,2014,63000.0,Gasoline,A/T,1,28500.0
22,Wrangler Unlimited 4xe Sahara,2022,10500.0,Plug-In Hybrid,A/T,1,49999.0
36,M-Class ML 350 4MATIC,2014,75073.0,E85 Flex Fuel,A/T,1,21500.0
22,Wrangler Sahara,2008,140000.0,Gasoline,A/T,1,9000.0
36,A-Class A 220 4MATIC,2019,30300.0,Gasoline,A/T,1,30500.0
9,Malibu 1LT,2009,139000.0,Gasoline,A/T,1,4200.0
18,H3 Base,2006,118000.0,Gasoline,A/T,1,17900.0
4,i8 Base,2015,51000.0,Plug-In Hybrid,Other,1,53000.0
8,XLR Base,2009,69423.0,Gasoline,A/T,1,36500.0
28,MKZ Select,2017,52284.0,Gasoline,A/T,1,12500.0
9,Silverado 1500 W/T,2006,111228.0,Gasoline,A/T,1,4000.0
26,Rover Range Rover Sport HSE,2019,52300.0,Gasoline,Other,1,49900.0
39,Titan SL,2021,95993.0,Gasoline,A/T,1,32612.0
24,Telluride SX,2022,26716.0,Gasoline,A/T,1,47541.0
9,Tahoe RST,2023,39517.0,Gasoline,A/T,1,67190.0
14,Mustang GT Premium,2019,31600.0,Gasoline,Manual,1,41000.0
4,330 i,2017,83298.0,Gasoline,A/T,1,18300.0
26,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212.0,Gasoline,A/T,1,31599.0
43,911 Carrera,2010,61600.0,Gasoline,A/T,1,51750.0
20,QX56 Base,2011,130921.0,Gasoline,Other,1,12000.0
44,2500 Tradesman,2020,41000.0,Gasoline,A/T,1,45515.0
4,840 i xDrive,2024,1500.0,Gasoline,A/T,1,90000.0
31,Clubman Cooper S ALL4,2017,79950.0,Gasoline,A/T,1,17390.0
8,Escalade ESV Premium Luxury Platinum,2021,31500.0,Gasoline,A/T,1,95000.0
3,R8 5.2 V10 plus,2017,61000.0,Gasoline,Other,1,140000.0
44,2500 Big Horn,2021,45867.0,Gasoline,A/T,1,43449.0
43,911 Carrera 4,2014,22700.0,Gasoline,Manual,1,85500.0
5,Continental GT Base,2009,43000.0,Gasoline,A/T,1,48500.0
53,Tundra SR5,2015,99000.0,Gasoline,A/T,1,27000.0
53,4Runner SR5,2006,135000.0,Gasoline,A/T,1,16900.0
8,CTS 2.0L Turbo Luxury,2019,46000.0,Gasoline,A/T,1,29000.0
14,Focus SE,2014,79615.0,Gasoline,A/T,1,10995.0
4,M5 Base,2021,13250.0,Gasoline,A/T,1,86900.0
26,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200.0,Gasoline,Other,1,60500.0
8,Escalade ESV Luxury,2016,116500.0,Gasoline,A/T,1,30500.0
0,NSX Base,1993,75980.0,–,A/T,1,90200.0
9,Corvette Z06,2018,24059.0,Gasoline,A/T,1,87150.0
3,Q5 2.0T Premium Plus,2015,118500.0,E85 Flex Fuel,A/T,1,15400.0
4,ALPINA B7 ALPINA B7 xDrive,2020,15097.0,Gasoline,A/T,1,99998.0
32,Ghibli S Q4,2018,20000.0,Gasoline,A/T,1,43000.0
4,228 Gran Coupe i xDrive,2020,10426.0,Gasoline,A/T,1,30798.0
14,Expedition Limited,2023,9500.0,Gasoline,A/T,1,63500.0
39,Frontier SE Crew Cab,2006,134000.0,Gasoline,A/T,1,8500.0
50,BRZ Limited,2022,10500.0,Gasoline,Other,1,32500.0
9,Malibu LT,2018,53100.0,Gasoline,A/T,1,17500.0
14,Focus SEL,2017,80134.0,E85 Flex Fuel,A/T,1,13895.0
39,Rogue Sport S,2021,24000.0,Gasoline,A/T,1,25500.0
55,C70 T5,2006,61000.0,Gasoline,Manual,1,10299.0
28,Nautilus Reserve,2021,19700.0,Gasoline,A/T,1,48000.0
36,AMG GT Base,2018,28182.0,Gasoline,A/T,1,84500.0
14,Mustang EcoBoost Premium,2017,59500.0,Gasoline,A/T,1,21000.0
14,Ranger XLT,1999,115402.0,E85 Flex Fuel,A/T,1,8000.0
15,Yukon SLT,2018,85500.0,Gasoline,A/T,1,35899.0
44,2500 Big Horn,2020,51000.0,Gasoline,A/T,1,44900.0
52,Model Y Performance,2021,17500.0,,A/T,1,45000.0
27,ES 350 Base,2011,132000.0,Gasoline,A/T,1,9999.0
22,Wrangler Rubicon Hard Rock,2016,67882.0,Gasoline,A/T,1,32798.0
55,XC90 T6 Momentum,2018,62000.0,Gasoline,A/T,1,30500.0
43,911 R,2016,12454.0,Gasoline,Manual,1,210000.0
4,M6 Gran Coupe Base,2017,27965.0,Gasoline,A/T,1,58000.0
8,Escalade ESV Platinum Edition,2013,119000.0,E85 Flex Fuel,A/T,1,20500.0
4,X5 xDrive35i,2018,48000.0,Gasoline,A/T,1,32000.0
4,X5 xDrive40i,2020,5541.0,Gasoline,A/T,1,56598.0
38,Outlander SEL,2018,29000.0,Gasoline,A/T,1,19500.0
11,Ram 1500 ST,2010,131100.0,E85 Flex Fuel,A/T,1,12995.0
50,Impreza 2.0i,2015,102242.0,Gasoline,Manual,1,11498.0
36,Maybach S S 600,2016,18069.0,Gasoline,A/T,1,79999.0
24,Sportage LX,2023,13000.0,Gasoline,A/T,1,31900.0
43,911 Turbo Cabriolet,2008,51000.0,Gasoline,Other,1,69500.0
18,H3 Base,2007,137333.0,Gasoline,A/T,1,10000.0
7,LaCrosse Leather,2014,125559.0,Gasoline,A/T,1,11200.0
9,Silverado 1500 High Country,2020,88161.0,Gasoline,A/T,1,48889.0
53,4Runner SR5,2016,101900.0,Gasoline,A/T,1,29000.0
8,Escalade ESV Luxury,2015,159500.0,Gasoline,A/T,1,18800.0
50,Legacy 2.5i Premium,2015,68860.0,Gasoline,CVT,1,15000.0
52,Model 3 Long Range,2018,43000.0,,A/T,1,30499.0
14,Expedition EL XLT,2017,182000.0,Gasoline,A/T,1,16500.0
52,Model Y Long Range,2022,21404.0,,A/T,1,49500.0
14,Expedition EL Limited,2017,81000.0,Gasoline,Other,1,27000.0
9,Silverado 1500 LTZ,2021,62257.0,Gasoline,A/T,1,42590.0
4,X5 xDrive40e,2016,91798.0,Hybrid,A/T,1,22998.0
4,335 is,2011,82000.0,Gasoline,A/T,1,20000.0
14,F-150 XLT,2012,207100.0,Gasoline,A/T,1,15000.0
26,Rover Range Rover Sport P400 SE Dynamic,2023,450.0,Hybrid,A/T,1,124000.0
43,Panamera Edition,2016,77945.0,Gasoline,A/T,1,30000.0
24,Sorento Plug-In Hybrid SX,2022,15583.0,Hybrid,A/T,1,40599.0
4,M240 i,2017,37100.0,Gasoline,A/T,1,26125.0
32,Quattroporte Base,2006,51000.0,Gasoline,Other,1,18000.0
14,F-150 XLT,2017,94000.0,Gasoline,A/T,1,26000.0
26,Rover Discovery S,2003,121886.0,Gasoline,A/T,1,6000.0
14,F-250 XLT Crew Cab Super Duty,2008,157500.0,Gasoline,A/T,1,15000.0
14,Taurus SHO,2014,138415.0,Gasoline,A/T,1,15500.0
26,Rover Range Rover Sport HSE,2012,110000.0,Gasoline,A/T,1,10200.0
8,Escalade Sport,2023,8532.0,Diesel,A/T,1,109900.0
15,Sierra 1500 SLT,2021,12941.0,Gasoline,A/T,1,51500.0
4,335 i xDrive,2009,69764.0,Gasoline,Manual,1,19500.0
43,911 Carrera 4S,2003,90000.0,Gasoline,Manual,1,24000.0
3,Q5 S line Premium,2022,8193.0,Hybrid,A/T,1,42598.0
27,RX 350 F Sport Performance,2020,43277.0,Gasoline,A/T,1,43599.0
3,S4 3.0T Premium Plus,2018,26500.0,Gasoline,A/T,1,38000.0
9,Silverado 1500 LT,2019,36021.0,Gasoline,A/T,1,35670.0
9,Colorado Z71,2019,25462.0,Gasoline,A/T,1,36139.0
3,A5 2.0T Prestige,2018,35850.0,Gasoline,A/T,1,33000.0
34,Mazda3 s Sport,2008,77700.0,Gasoline,Manual,1,6300.0
21,E-PACE 300 Sport,2021,23600.0,Hybrid,A/T,1,42999.0
13,GTC4Lusso T,2019,8870.0,Gasoline,A/T,1,215000.0
53,Celica GT,2001,122000.0,Gasoline,Manual,1,7800.0
14,Excursion Limited 4WD,2003,245000.0,Diesel,A/T,1,17999.0
43,718 Spyder Base,2022,4700.0,Gasoline,Manual,1,134000.0
50,WRX STI Base,2016,84100.0,Gasoline,Manual,1,34000.0
3,A6 45 Premium Plus,2021,33000.0,Hybrid,A/T,1,40000.0
52,Model S P100D,2018,10065.0,,A/T,1,59999.0
36,AMG GT R,2018,3811.0,Gasoline,A/T,1,148500.0
0,RDX PMC Edition,2021,44457.0,Gasoline,Other,1,40598.0
3,S4 3.0T Premium Plus,2013,139355.0,Gasoline,A/T,1,20900.0
29,Evora Base,2010,9100.0,Gasoline,Manual,1,55000.0
36,S-Class S 560 4MATIC,2019,10500.0,Gasoline,A/T,1,77900.0
9,Silverado 1500 RST,2023,5006.0,Gasoline,A/T,1,59590.0
19,Genesis Coupe 2.0T R-Spec,2013,55000.0,Gasoline,Manual,1,18000.0
4,M3 Competition,2021,33500.0,Gasoline,A/T,1,71000.0
4,435 i,2014,126500.0,Gasoline,A/T,1,15000.0
26,Rover Range Rover Evoque HSE Dynamic,2016,79000.0,Gasoline,A/T,1,24000.0
43,911 Targa 4 GTS,2018,19000.0,Gasoline,A/T,1,145000.0
44,3500 Tradesman,2021,57000.0,Diesel,A/T,1,52000.0
4,X5 xDrive40i,2020,4880.0,Gasoline,A/T,1,57998.0
0,NSX Base,2018,6523.0,Hybrid,A/T,1,143900.0
36,SL-Class SL500 Roadster,2005,127000.0,Gasoline,A/T,1,14000.0
27,SC 430 Base,2002,89500.0,Gasoline,A/T,1,15999.0
9,Silverado 1500 Base,2000,97000.0,Gasoline,A/T,1,27500.0
7,Enclave Avenir,2021,31181.0,Gasoline,A/T,1,42442.0
27,NX 300h Base,2020,16425.0,Hybrid,CVT,1,33200.0
27,RX 350 RX 350 F SPORT Handling,2022,11238.0,Gasoline,A/T,1,54798.0
9,Avalanche 1500 LS,2005,97146.0,E85 Flex Fuel,Other,1,7999.0
36,SL-Class SL400,2015,36670.0,Gasoline,A/T,1,39998.0
9,Suburban Premier,2019,44800.0,Gasoline,A/T,1,52500.0
14,Transit-350 Base,2015,150000.0,Gasoline,A/T,1,17100.0
20,QX60 Luxe,2020,38400.0,Gasoline,A/T,1,32100.0
5,Continental GTC Base,2008,7960.0,Gasoline,A/T,1,81500.0
39,350Z Enthusiast,2007,117000.0,Gasoline,A/T,1,9975.0
45,R1S Adventure Package,2023,159.0,,A/T,1,95500.0
35,570S Base,2017,30200.0,Gasoline,Other,1,139000.0
39,Altima 2.5 SL,2012,91545.0,Gasoline,CVT,1,8999.0
26,Rover Range Rover 5.0L Supercharged,2015,110000.0,E85 Flex Fuel,A/T,1,26499.0
4,X5 xDrive35i,2017,105100.0,Gasoline,A/T,1,23300.0
20,QX56 Base,2012,110000.0,Gasoline,Other,1,15600.0
14,F-150 XLT,2019,81778.0,Gasoline,A/T,1,32769.0
27,RX 450h Base,2010,168422.0,Hybrid,A/T,1,10900.0
32,Ghibli S Q4 GranSport,2018,80500.0,Gasoline,A/T,1,34900.0
55,XC90 T6 Momentum,2018,81200.0,Gasoline,A/T,1,28825.0
25,Huracan EVO Base,2020,6246.0,Gasoline,A/T,1,267950.0
22,Wrangler Unlimited Rubicon,2017,20172.0,Gasoline,Other,1,47500.0
18,H2 Base,2005,145000.0,Gasoline,A/T,1,22500.0
14,Flex Limited,2009,162000.0,Gasoline,A/T,1,7500.0
43,718 Cayman GT4,2020,13554.0,Gasoline,Manual,1,124995.0
53,Camry XLE,2007,59700.0,Gasoline,A/T,1,9500.0
36,A-Class A 220 4MATIC,2020,30930.0,Gasoline,A/T,1,28900.0
4,335 i,2009,51983.0,Gasoline,Manual,1,19999.0
9,Camaro 2SS,2022,22000.0,Gasoline,Manual,1,50000.0
54,ID.4 Pro S,2023,16800.0,,A/T,1,45000.0
9,Silverado 2500 High Country,2022,16000.0,Diesel,A/T,1,73995.0
39,Altima 2.5 SV,2020,22295.0,Gasoline,CVT,1,23599.0
5,Continental GT V8,2020,33000.0,Gasoline,A/T,1,188500.0
53,Sequoia Platinum,2023,1025.0,Hybrid,A/T,1,85000.0
0,TL Technology,2013,89190.0,Gasoline,A/T,1,15499.0
53,Highlander Limited,2020,53550.0,Gasoline,A/T,1,39687.0
14,Edge SEL,2021,56946.0,Gasoline,A/T,1,26299.0
21,F-TYPE R,2016,11684.0,Gasoline,A/T,1,54900.0
15,Yukon XL Denali,2018,45617.0,Gasoline,A/T,1,51000.0
9,Suburban LT,2018,75466.0,Gasoline,A/T,1,34500.0
32,Levante GTS,2021,19513.0,Gasoline,A/T,1,84645.0
50,Outback Limited,2021,15636.0,Gasoline,CVT,1,33531.0
36,S-Class S 450,2018,69600.0,Gasoline,A/T,1,40888.0
36,GL-Class GL 450,2011,138050.0,Gasoline,A/T,1,16500.0
14,F-250 Lariat,2017,132269.0,E85 Flex Fuel,A/T,1,35900.0
19,Palisade Limited,2020,45815.0,Gasoline,Other,1,37700.0
14,F-150 XLT,2021,25352.0,Gasoline,A/T,1,48459.0
36,R-Class R 350 4MATIC,2008,120000.0,Gasoline,A/T,1,8995.0
9,Camaro 2SS,2018,75151.0,Gasoline,Manual,1,45000.0
22,Wrangler Sport,2016,74139.0,Gasoline,Manual,1,23000.0
9,1500 Cheyenne,1994,170443.0,–,A/T,1,6000.0
21,XJ6 Vanden Plas,1995,70000.0,–,A/T,1,19000.0
4,550 i xDrive,2012,68500.0,Gasoline,Other,1,17800.0
27,GX 460 Luxury,2020,37366.0,Gasoline,A/T,1,51890.0
52,Model S Long Range,2021,35315.0,,A/T,1,66900.0
54,Jetta 1.4T SE,2017,61000.0,Gasoline,A/T,1,15995.0
22,Grand Cherokee Limited,2022,12050.0,Gasoline,A/T,1,41599.0
21,XK8 Base,2001,150000.0,Gasoline,A/T,1,9875.0
43,Macan S,2016,46200.0,Gasoline,Other,1,41500.0
36,E-Class E 350,2014,88000.0,Gasoline,A/T,1,15500.0
36,GL-Class GL 450 4MATIC,2015,47000.0,Gasoline,A/T,1,30089.0
26,Rover Range Rover 3.0L Supercharged HSE,2017,50340.0,Gasoline,A/T,1,47000.0
36,E-Class E 350 4MATIC,2010,67800.0,Gasoline,A/T,1,13999.0
11,Dakota Sport,2002,150000.0,Gasoline,Manual,1,5500.0
9,Camaro ZL1,2018,13500.0,Gasoline,Manual,1,54000.0
18,H3 Base,2007,101750.0,Gasoline,A/T,1,12900.0
17,Odyssey EX-L,2022,18385.0,Gasoline,A/T,1,37950.0
39,350Z Touring,2008,123500.0,Gasoline,A/T,1,13500.0
